Q17
University College London
NA
James Hutton Institute
University of Southampton
University of Cambridge
University of Essex
University College London
University of York
NA
University of Sheffield
University of Hull
UK Data service
NA
University of South Wales
University of Glasgow
Friedrich Schiller University Jena
University of the West of Scotland
University of Glasgow
University of Edinburgh
"City, University of London"
University of Glasgow
UWE Bristol
University of Bath
University of Manchester
University of Glasgow
University of Edinburgh
University of Manchester
Newcastle University
Cardiff University
University of Manchester
University of Manchester
University College London
University of Manchester
University of Manchester
University of Sussex
University of Reading
University of Kent
NA
NA
University of Aberdeen
University of Exeter
University of Strathclyde
University of Strathclyde
University of Edinburgh
University of Stirling
UCLA
ChurchMapped Limited
University of Birmingham
University of Reading
Institute of Development Studies
University of Essex
University of Essex
Independent
University of Sussex
University of Glasgow
University of Exeter
University College London
University of Birmingham
University of York
University College London
King's College London
University of Glasgow
University of Exeter
University of Leeds
University of Oxford
Newcastle University
University of Edinburgh
"Royal Holloway, University of London"
University of Glasgow
University of Kent
University of Essex
University of Essex
University of Essex
University of Essex
University of Essex
University of Essex
University of Kent
NA
James Hutton Institute
University of Essex
University of Essex
University of Essex
University of Reading
University of Essex
University of Reading
NA
University of Essex
University
University of Strathclyde
Queen Mary University of London
Institute of Development Studies
University of Nottingham
Sheffield Hallam University
University of Bristol
University of Edinburgh
University of Warwick
University of Warwick
Birmingham City University
Sheffield Hallam University
University of St Andrews
Russell group uni
University of Edinburgh
University of Sheffield
Stirling
Abertay University
University of Stirling
NA
University of Glasgow
University of St Andrews
University of the West of England
Lancaster University
University of Leeds
University of Warwick
University of Bristol
Queen Mary University of London
University of Bristol
PhD student
University of Nottingham
Teesside University
University of Portsmouth
LSE
University of Portsmouth
Bristol
Open University
University of Strathclyde
Lancaster University
Inner Voice Wellbeing Services
Nottingham 
University
Durham University
University of Birmingham
University of Exeter
University College London
University of Sussex
Central European University
Queen Mary University of London
University College London
University of Exeter
NA
University of Birmingham
Queen Mary University of London
Northumbria University
University of Edinburgh
University of Edinburgh
Edinburgh Napier University
University of Bristol
Newcastle University
University College London
University College London
LSE
Abertay University
Newcastle
"Royal Holloway, University of London"
Inner Voice Wellbeing Services
University College London
University College London
University College London
Brunel University London
Loughborough University
University of Edinburgh
University of Nottingham
University of Stirling
NA
University of Bristol
University of Exeter
University of Manchester
LSE
University of Manchester
